Codigo de hidrante;Distrito;Tipo de Calle;Direccion;Nº;CoordX ETRS89;CoordY ETRS89;Longitud;Latitud;direccion_completa
HI_16_0081;HORTALEZA;CALLE;AÃ‘ASTRO;9;443766,78;4479878,77;-3.6633247;40.4676825;CALLE AÃ‘ASTRO, 9
HI_16_0082;HORTALEZA;CALLE;AÃ‘ASTRO;25;443883,6;4479948,36;-3.6619529;40.4683173;CALLE AÃ‘ASTRO, 25
HI_16_0083;HORTALEZA;CALLE;AÃ‘ASTRO;60;443935,23;4479999,77;-3.6613485;40.4687839;CALLE AÃ‘ASTRO, 60
HI_16_0084;HORTALEZA;CALLE;AÃ‘IL;12;447690,68;4478601,33;-3.6169359;40.4564309;CALLE AÃ‘IL, 12
HI_16_0085;HORTALEZA;AVENIDA;ARCES;1 B;447027,49;4478191,81;-3.6247229;40.4526997;AVENIDA ARCES, 1 B
HI_16_0086;HORTALEZA;AVENIDA;ARCES;7 G;447204,78;4478301,06;-3.6226413;40.4536952;AVENIDA ARCES, 7 G
HI_16_0087;HORTALEZA;AVENIDA;ANDES;22 F;447411,78;4478374,23;-3.6202062;40.4543675;AVENIDA ANDES, 22 F
HI_16_0088;HORTALEZA;AVENIDA;ARCES;24 D;447616,89;4478457,63;-3.6177942;40.4551318;AVENIDA ARCES, 24 D
HI_16_0089;HORTALEZA;CALLE;AREQUIPA;3;445630,88;4480026,03;-3.6413498;40.4691332;CALLE AREQUIPA, 3
HI_16_0090;HORTALEZA;CALLE;AREQUIPA;7;445711,47;4480022,42;-3.6403989;40.4691059;CALLE AREQUIPA, 7
HI_16_0091;HORTALEZA;CALLE;AREQUIPA;7 C;445798;4480020,43;-3.639378;40.4690936;CALLE AREQUIPA, 7 C
HI_16_0092;HORTALEZA;CALLE;AREQUIPA;30;446081,67;4479971,43;-3.6360278;40.4686707;CALLE AREQUIPA, 30
HI_16_0093;HORTALEZA;CALLE;ARROYO DE VALDEBEBAS;5;443400,08;4482636,39;-3.6678961;40.4924994;CALLE ARROYO DE VALDEBEBAS, 5
HI_16_0094;HORTALEZA;CALLE;ARROYO DEL QUINTO;20;444975,13;4479785,22;-3.6490638;40.4669206;CALLE ARROYO DEL QUINTO, 20
HI_16_0095;HORTALEZA;AVENIDA;ARROYO DEL SANTO;11;447289,88;4478121,37;-3.6216228;40.4520819;AVENIDA ARROYO DEL SANTO, 11
HI_16_0096;HORTALEZA;AVENIDA;ARROYO DEL SANTO;30;447296,29;4478261,8;-3.6215588;40.4533473;AVENIDA ARROYO DEL SANTO, 30
HI_16_0097;HORTALEZA;CALLE;ARZUA;9;445257;4480578,74;-3.6458076;40.4740877;CALLE ARZUA, 9
HI_16_0098;HORTALEZA;RONDA;AVUTARDA;42;445967,12;4478368,05;-3.6372425;40.4542191;RONDA AVUTARDA, 42
HI_16_0099;HORTALEZA;RONDA;AVUTARDA;1;445938,72;4478245;-3.6375669;40.4531088;RONDA AVUTARDA, 1
HI_16_0100;HORTALEZA;RONDA;AVUTARDA;28 D;446169,29;4478318,08;-3.6348541;40.4537821;RONDA AVUTARDA, 28 D
HI_16_0101;HORTALEZA;CALLE;AYACUCHO;4;445648,89;4480101,2;-3.6411438;40.4698115;CALLE AYACUCHO, 4
HI_16_0102;HORTALEZA;CALLE;AYACUCHO;8;445729,31;4480099,12;-3.640195;40.469798;CALLE AYACUCHO, 8
HI_16_0103;HORTALEZA;CALLE;AYACUCHO;12;445811,14;4480095,98;-3.6392295;40.4697751;CALLE AYACUCHO, 12
HI_16_0104;HORTALEZA;GLORIETA;MAR DE CRISTAL;3;445916;4480109,79;-3.6379938;40.4699063;GLORIETA MAR DE CRISTAL, 3
HI_16_0105;HORTALEZA;AVENIDA;AZALEAS;3;447129,56;4478039,22;-3.6235065;40.4513316;AVENIDA AZALEAS, 3
HI_16_0106;HORTALEZA;AVENIDA;AZALEAS;73;447437,56;4478186,93;-3.6198867;40.4526818;AVENIDA AZALEAS, 73
HI_16_0107;HORTALEZA;CALLE;BACARES;24;443818,23;4480900;-3.6628082;40.4768857;CALLE BACARES, 24
HI_16_0108;HORTALEZA;CALLE;PURCHENA;31;443699,83;4481002,08;-3.6642141;40.4777972;CALLE PURCHENA, 31
HI_16_0109;HORTALEZA;AVENIDA;BARRANQUILLA;3;445777,39;4480459,5;-3.6396587;40.4730477;AVENIDA BARRANQUILLA, 3
HI_16_0110;HORTALEZA;AVENIDA;BARRANQUILLA;17;445826,64;4480674,67;-3.6390961;40.4749892;AVENIDA BARRANQUILLA, 17
HI_16_0111;HORTALEZA;PLAZA;ARATOCA;2;445882,44;4480695,68;-3.6384396;40.4751821;PLAZA ARATOCA, 2
HI_16_0112;HORTALEZA;CALLE;BELISANA;19;444474,78;4478860,08;-3.6548845;40.4585532;CALLE BELISANA, 19
HI_16_0113;HORTALEZA;CALLE;BELISANA;24;444613,25;4478846,99;-3.6532503;40.4584446;CALLE BELISANA, 24
HI_16_0114;HORTALEZA;CALLE;BENITA AVILA;2;444855,66;4479357,12;-3.6504357;40.4630562;CALLE BENITA AVILA, 2
HI_16_0115;HORTALEZA;CALLE;AÃ‘ASTRO;53;444080,21;4480151,21;-3.6596517;40.4701579;CALLE AÃ‘ASTRO, 53
HI_16_0116;HORTALEZA;CALLE;BERLANGA DE DUERO;27;443918,2;4480302,47;-3.6615761;40.4715096;CALLE BERLANGA DE DUERO, 27
HI_16_0117;HORTALEZA;CALLE;BIOSCA;1;444881,4;4480149,73;-3.650201;40.4701981;CALLE BIOSCA, 1
HI_16_0118;HORTALEZA;CALLE;BORJAS BLANCAS;4;444772,34;4480205,05;-3.6514923;40.4706892;CALLE BORJAS BLANCAS, 4
HI_16_0119;HORTALEZA;CALLE;ARAUCA;6;446265,01;4480338,15;-3.6338963;40.4719862;CALLE ARAUCA, 6
HI_16_0120;HORTALEZA;CALLE;BUESO PINEDA;61;444750,76;4478571,54;-3.6516046;40.4559723;CALLE BUESO PINEDA, 61
HI_16_0121;HORTALEZA;AVENIDA;BURGOS;118;443010,4;4482213,39;-3.6724561;40.4886622;AVENIDA BURGOS, 118
HI_16_0122;HORTALEZA;CALLE;CACABELOS;35;446280,23;4481577,13;-3.6338217;40.4831485;CALLE CACABELOS, 35
HI_16_0123;HORTALEZA;RONDA;CALA BASA;18 E;445921,83;4479101,09;-3.637839;40.4608198;RONDA CALA BASA, 18 E
HI_16_0124;HORTALEZA;CALLE;CALANDA;11;445378,9;4479162,25;-3.6442476;40.4613353;CALLE CALANDA, 11
HI_16_0125;HORTALEZA;CALLE;CALANDA;13;445390,07;4479203,61;-3.6441195;40.4617086;CALLE CALANDA, 13
HI_16_0126;HORTALEZA;CALLE;CANET DE MAR;7;444541,11;4479267,91;-3.6541379;40.4622316;CALLE CANET DE MAR, 7
HI_16_0127;HORTALEZA;CALLE;CANET DE MAR;21;444564,89;4479405,01;-3.6538694;40.4634683;CALLE CANET DE MAR, 21
HI_16_0128;HORTALEZA;CARRETERA;CANILLAS;10;444416,69;4479379,87;-3.6556151;40.4632319;CARRETERA CANILLAS, 10
HI_16_0129;HORTALEZA;CARRETERA;CANILLAS;38;444737,68;4479363,19;-3.6518278;40.463103;CARRETERA CANILLAS, 38
HI_16_0130;HORTALEZA;CARRETERA;CANILLAS;41;445081,27;4479375,81;-3.6477764;40.4632395;CARRETERA CANILLAS, 41
HI_16_0131;HORTALEZA;CARRETERA;CANILLAS;76;445323,71;4479434,99;-3.6449221;40.4637886;CARRETERA CANILLAS, 76
HI_16_0132;HORTALEZA;CARRETERA;CANILLAS;86;445460,07;4479401,75;-3.6433109;40.4634981;CARRETERA CANILLAS, 86
HI_16_0133;HORTALEZA;CARRETERA;CANILLAS;103;445705,9;4479608,99;-3.6404292;40.4653812;CARRETERA CANILLAS, 103
HI_16_0134;HORTALEZA;CARRETERA;CANILLAS;110;445488,84;4479509,68;-3.6429808;40.4644723;CARRETERA CANILLAS, 110
HI_16_0135;HORTALEZA;CARRETERA;CANILLAS;113;445871,41;4479737,74;-3.638488;40.4665518;CARRETERA CANILLAS, 113
HI_16_0136;HORTALEZA;CARRETERA;CANILLAS;122;445611,28;4479537,81;-3.6415391;40.4647337;CARRETERA CANILLAS, 122
HI_16_0137;HORTALEZA;CARRETERA;CANILLAS;142;445843,67;4479579,1;-3.6388017;40.4651209;CARRETERA CANILLAS, 142
HI_16_0138;HORTALEZA;CALLE;CAÃ‘AMAR;6;444565,87;4478896,26;-3.6538134;40.4588852;CALLE CAÃ‘AMAR, 6
HI_16_0139;HORTALEZA;CALLE;MANUEL CHAVES NOGALES;11 F;444613;4480841,22;-3.6534273;40.4764095;CALLE MANUEL CHAVES NOGALES, 11 F
HI_16_0140;HORTALEZA;AVENIDA;CARONDELET;1;445081,6;4478040,68;-3.647657;40.451212;AVENIDA CARONDELET, 1
HI_16_0141;HORTALEZA;AVENIDA;CARONDELET;16 A;445274,94;4478003,11;-3.6453738;40.4508863;AVENIDA CARONDELET, 16 A
HI_16_0142;HORTALEZA;AVENIDA;CARONDELET;23;445462,17;4477963,39;-3.6431626;40.4505408;AVENIDA CARONDELET, 23
HI_16_0143;HORTALEZA;AVENIDA;CARONDELET;35;445753,52;4477900,22;-3.6397215;40.4499908;AVENIDA CARONDELET, 35
HI_16_0144;HORTALEZA;AVENIDA;CARONDELET;40 C;446085,48;4478055,08;-3.6358201;40.4514074;AVENIDA CARONDELET, 40 C
HI_16_0145;HORTALEZA;CALLE;CARRIL DEL CONDE;100;444611,99;4479293,1;-3.6533041;40.4624633;CALLE CARRIL DEL CONDE, 100
HI_16_0146;HORTALEZA;CALLE;CARRION DE LOS CONDES;32;444157,33;4480763,36;-3.6587959;40.4756776;CALLE CARRION DE LOS CONDES, 32
HI_16_0147;HORTALEZA;CALLE;CARRION DE LOS CONDES;79;444251,9;4480770,78;-3.657681;40.4757508;CALLE CARRION DE LOS CONDES, 79
HI_16_0148;HORTALEZA;CALLE;CERVERA;6;444774,37;4480354,58;-3.6514813;40.4720364;CALLE CERVERA, 6
HI_16_0149;HORTALEZA;CALLE;CERVERA;22;444653,15;4480319;-3.6529081;40.4717078;CALLE CERVERA, 22
HI_16_0150;HORTALEZA;CALLE;CHAPARRAL;1;445948,62;4480226,34;-3.6376189;40.4709584;CALLE CHAPARRAL, 1
HI_16_0151;HORTALEZA;CALLE;CHAPARRAL;18;446147,71;4480196,36;-3.6352679;40.4707012;CALLE CHAPARRAL, 18
HI_16_0152;HORTALEZA;CALLE;CHAPARRAL;26 B;446270,64;4480177,46;-3.6338163;40.4705389;CALLE CHAPARRAL, 26 B
HI_16_0153;HORTALEZA;CALLE;CHICUELO;12;446369,79;4478725,5;-3.632524;40.4574653;CALLE CHICUELO, 12
HI_16_0154;HORTALEZA;CALLE;CHIPIONA;4;444638,84;4480774,13;-3.6531167;40.4758069;CALLE CHIPIONA, 4
HI_16_0155;HORTALEZA;CALLE;CHIQUINQUIRA;8;445934,19;4480315,23;-3.6377967;40.4717582;CALLE CHIQUINQUIRA, 8
HI_16_0156;HORTALEZA;CALLE;CHIQUINQUIRA;36;446167,78;4480280,47;-3.6350383;40.4714603;CALLE CHIQUINQUIRA, 36
HI_16_0157;HORTALEZA;CALLE;CHIQUINQUIRA;54;446341,66;4480257,15;-3.6329853;40.4712614;CALLE CHIQUINQUIRA, 54
HI_16_0158;HORTALEZA;CALLE;CHIRIVEL;7;443808,06;4481126,15;-3.6629483;40.4789222;CALLE CHIRIVEL, 7
HI_16_0159;HORTALEZA;CALLE;ARMONIA;28;448181,27;4478361,13;-3.6111305;40.4542978;CALLE ARMONIA, 28
HI_16_0160;HORTALEZA;CALLE;CUEVAS DEL ALMANZORA;7;443817,23;4480597,84;-3.6627933;40.4741636;CALLE CUEVAS DEL ALMANZORA, 7
HI_16_0161;HORTALEZA;CALLE;CUEVAS DEL ALMANZORA;34;444241,47;4480917,04;-3.6578169;40.4770677;CALLE CUEVAS DEL ALMANZORA, 34
HI_16_0162;HORTALEZA;CALLE;CUEVAS DEL ALMANZORA;107;443948,62;4480734,46;-3.6612554;40.4754032;CALLE CUEVAS DEL ALMANZORA, 107
HI_16_0163;HORTALEZA;CALLE;CUEVAS DEL ALMANZORA;147;444048,89;4480813,56;-3.6600796;40.4761225;CALLE CUEVAS DEL ALMANZORA, 147
HI_16_0164;HORTALEZA;CALLE;CUEVAS DEL ALMANZORA;175;444105,61;4480866,81;-3.6594152;40.4766061;CALLE CUEVAS DEL ALMANZORA, 175
HI_16_0165;HORTALEZA;CALLE;CUEVAS DEL ALMANZORA;191;444229,11;4481080,67;-3.6579771;40.4785409;CALLE CUEVAS DEL ALMANZORA, 191
HI_16_0166;HORTALEZA;CALLE;DAMASO ALONSO;7;446026,31;4484208,59;-3.6370416;40.5068375;CALLE DAMASO ALONSO, 7
HI_16_0167;HORTALEZA;CALLE;DIONISIO INCA YUPANQUI;21;446425,46;4479204,79;-3.6319079;40.4617866;CALLE DIONISIO INCA YUPANQUI, 21
HI_16_0168;HORTALEZA;CALLE;DIONISIO INCA YUPANQUI;41 A;446632,09;4479200,14;-3.6294705;40.461758;CALLE DIONISIO INCA YUPANQUI, 41 A
HI_16_0169;HORTALEZA;CALLE;DIONISIO INCA YUPANQUI;43;446671,67;4479199,95;-3.6290037;40.4617589;CALLE DIONISIO INCA YUPANQUI, 43
HI_16_0170;HORTALEZA;CALLE;DIONISIO INCA YUPANQUI;63;446862,92;4479195,74;-3.6267477;40.4617332;CALLE DIONISIO INCA YUPANQUI, 63
HI_16_0171;HORTALEZA;PLAZA;DOCTOR CALVO PEREZ;8;445552,75;4480570,9;-3.6423181;40.4740365;PLAZA DOCTOR CALVO PEREZ, 8
HI_16_0172;HORTALEZA;CALLE;DUQUESA DE CASTREJON;17;444027,66;4479440,34;-3.6602089;40.4637505;CALLE DUQUESA DE CASTREJON, 17
HI_16_0173;HORTALEZA;CALLE;JOSE RIZAL;79;446697,96;4478879,79;-3.6286667;40.4588764;CALLE JOSE RIZAL, 79
HI_16_0174;HORTALEZA;CALLE;JOSE RIZAL;103;446809,31;4478776,99;-3.6273449;40.4579574;CALLE JOSE RIZAL, 103
HI_16_0175;HORTALEZA;CALLE;EMETERIO CASTAÃ‘OS;12;443989,24;4479498,99;-3.6606672;40.4642763;CALLE EMETERIO CASTAÃ‘OS, 12
HI_16_0176;HORTALEZA;AVENIDA;GRAN VIA DE HORTALEZA;3;444238,89;4479690,38;-3.6577395;40.4660172;AVENIDA GRAN VIA DE HORTALEZA, 3
HI_16_0177;HORTALEZA;CALLE;LOS EMIGRANTES;9;445954,22;4479889,28;-3.6375242;40.4679223;CALLE LOS EMIGRANTES, 9
HI_16_0178;HORTALEZA;CALLE;LOS EMIGRANTES;24;445935,53;4479993,94;-3.6377535;40.468864;CALLE LOS EMIGRANTES, 24
HI_16_0179;HORTALEZA;CALLE;ESPUELA;4;446976,76;4478046,19;-3.625309;40.4513847;CALLE ESPUELA, 4
HI_16_0180;HORTALEZA;CALLE;ESTEBAN PALACIOS;1;447065,63;4478826,19;-3.624326;40.458417;CALLE ESTEBAN PALACIOS, 1
HI_16_0181;HORTALEZA;CALLE;ESTEBAN PALACIOS;2;447059,87;4478808,82;-3.6243925;40.4582602;CALLE ESTEBAN PALACIOS, 2
HI_16_0182;HORTALEZA;CALLE;ESTEBAN PALACIOS;6;447198,28;4478780,38;-3.6227578;40.4580128;CALLE ESTEBAN PALACIOS, 6
HI_16_0183;HORTALEZA;CALLE;ESTEBAN PALACIOS;23;447189,04;4478806,23;-3.6228689;40.4582451;CALLE ESTEBAN PALACIOS, 23
HI_16_0184;HORTALEZA;CALLE;ESTIBALIZ;7A;444714,9;4479888,34;-3.6521422;40.4678323;CALLE ESTIBALIZ, 7A
HI_16_0185;HORTALEZA;CALLE;ESTIBALIZ;20;444881,35;4480020,78;-3.6501904;40.4690365;CALLE ESTIBALIZ, 20
HI_16_0186;HORTALEZA;CALLE;ESTIBALIZ;23;444806,92;4479996,26;-3.6510662;40.4688106;CALLE ESTIBALIZ, 23
HI_16_0187;HORTALEZA;CALLE;ESTRECHO DE MESINA;11;444839,56;4478230,32;-3.6505277;40.4529043;CALLE ESTRECHO DE MESINA, 11
HI_16_0188;HORTALEZA;CALLE;ESTRECHO DE MESINA;29 C;444998,95;4478319,5;-3.6486558;40.4537183;CALLE ESTRECHO DE MESINA, 29 C
HI_16_0189;HORTALEZA;CALLE;ESTRECHO DE ORMUZ;5;445465,63;4480228,73;-3.6433164;40.4709483;CALLE ESTRECHO DE ORMUZ, 5
HI_16_0190;HORTALEZA;CALLE;ESTRECHO DE TORRES;19;444696,28;4478833,51;-3.6522699;40.4583287;CALLE ESTRECHO DE TORRES, 19
HI_16_0191;HORTALEZA;CALLE;FLORENCIO CASTILLO;4;446791,1;4479092,14;-3.627586;40.4607953;CALLE FLORENCIO CASTILLO, 4
HI_16_0192;HORTALEZA;CALLE;FLORENCIO CASTILLO;50;447192,16;4478974,52;-3.6228461;40.4597613;CALLE FLORENCIO CASTILLO, 50
HI_16_0193;HORTALEZA;CALLE;FONDON;4;444352,35;4481253,45;-3.6565383;40.4801057;CALLE FONDON, 4
HI_16_0194;HORTALEZA;CALLE;FRANCISCO MOSQUEDA;15;446745,06;4479370,12;-3.6281524;40.4632965;CALLE FRANCISCO MOSQUEDA, 15
HI_16_0195;HORTALEZA;CALLE;FRANCISCO MOSQUEDA;16;446754,64;4479230,19;-3.6280276;40.4620366;CALLE FRANCISCO MOSQUEDA, 16
HI_16_0196;HORTALEZA;AVENIDA;FRANCISCO PI Y MARGALL;20;444966,66;4481971,03;-3.6493534;40.4866109;AVENIDA FRANCISCO PI Y MARGALL, 20
HI_16_0197;HORTALEZA;AVENIDA;FRANCISCO PI Y MARGALL;44;444613,49;4482123,35;-3.6535336;40.4879596;AVENIDA FRANCISCO PI Y MARGALL, 44
HI_16_0198;HORTALEZA;AVENIDA;FRANCISCO PI Y MARGALL;73;444236,3;4482301,65;-3.6579996;40.4895405;AVENIDA FRANCISCO PI Y MARGALL, 73
HI_16_0199;HORTALEZA;AVENIDA;FRANCISCO PI Y MARGALL;74;444100,1;4482470,37;-3.6596215;40.4910513;AVENIDA FRANCISCO PI Y MARGALL, 74
HI_16_0200;HORTALEZA;AVENIDA;FRANCISCO PI Y MARGALL;79 B;443976,83;4482504,63;-3.6610791;40.4913516;AVENIDA FRANCISCO PI Y MARGALL, 79 B
HI_16_0201;HORTALEZA;AVENIDA;FRANCISCO PI Y MARGALL;110;443639,88;4482894,69;-3.6650896;40.4948426;AVENIDA FRANCISCO PI Y MARGALL, 110
HI_16_0202;HORTALEZA;AVENIDA;FRANCISCO PI Y MARGALL;94;443944,92;4482599,01;-3.6614639;40.4921997;AVENIDA FRANCISCO PI Y MARGALL, 94
HI_16_0203;HORTALEZA;AVENIDA;FRANCISCO PI Y MARGALL;83;443771,05;4482741,27;-3.6635281;40.4934694;AVENIDA FRANCISCO PI Y MARGALL, 83
HI_16_0204;HORTALEZA;AVENIDA;FUENTE DE LA MORA;7;443852,19;4482052,84;-3.6625097;40.4872733;AVENIDA FUENTE DE LA MORA, 7
HI_16_0205;HORTALEZA;CALLE;GOLFO DE SALONICA;8;443585,58;4480802,6;-3.6655441;40.4759925;CALLE GOLFO DE SALONICA, 8
HI_16_0206;HORTALEZA;CALLE;GOLFO DE SALONICA;22;443621,41;4481011,57;-3.66514;40.4778774;CALLE GOLFO DE SALONICA, 22
HI_16_0207;HORTALEZA;CALLE;GOLFO DE SALONICA;40;443766,08;4481202,83;-3.6634503;40.4796102;CALLE GOLFO DE SALONICA, 40
HI_16_0208;HORTALEZA;CALLE;GOLFO DE SALONICA;64;443954,9;4481448,65;-3.6612445;40.4818374;CALLE GOLFO DE SALONICA, 64
HI_16_0209;HORTALEZA;CALLE;GOMEZNARRO;249;445072,86;4479272,22;-3.6478666;40.4623058;CALLE GOMEZNARRO, 249
HI_16_0210;HORTALEZA;CALLE;GOMEZNARRO;268;445161,11;4479145,64;-3.6468149;40.4611713;CALLE GOMEZNARRO, 268
HI_16_0211;HORTALEZA;CALLE;GRAMA;1;446682,41;4480673,48;-3.6290008;40.4750339;CALLE GRAMA, 1
HI_16_0212;HORTALEZA;AVENIDA;GRAN VIA DE HORTALEZA;5 U;444280,47;4479984,66;-3.6572749;40.468671;AVENIDA GRAN VIA DE HORTALEZA, 5 U
HI_16_0213;HORTALEZA;AVENIDA;GRAN VIA DE HORTALEZA;5 C;444195,11;4479769,61;-3.6582628;40.466728;AVENIDA GRAN VIA DE HORTALEZA, 5 C
HI_16_0214;HORTALEZA;AVENIDA;GRAN VIA DE HORTALEZA;5 H;444201,83;4479868,49;-3.6581922;40.4676192;AVENIDA GRAN VIA DE HORTALEZA, 5 H
HI_16_0215;HORTALEZA;AVENIDA;GRAN VIA DE HORTALEZA;5 R;444326,66;4479836,59;-3.6567171;40.4673402;AVENIDA GRAN VIA DE HORTALEZA, 5 R
HI_16_0216;HORTALEZA;CALLE;ALMARZA;19;443885,73;4479838,03;-3.661918;40.4673235;CALLE ALMARZA, 19
HI_16_0217;HORTALEZA;AVENIDA;GRAN VIA DE HORTALEZA;23;444665,7;4479822,6;-3.6527168;40.4672368;AVENIDA GRAN VIA DE HORTALEZA, 23
HI_16_0218;HORTALEZA;AVENIDA;GRAN VIA DE HORTALEZA;34;444616,4;4479786,06;-3.6532951;40.4669044;AVENIDA GRAN VIA DE HORTALEZA, 34
HI_16_0219;HORTALEZA;AVENIDA;GRAN VIA DE HORTALEZA;51 B;445109,19;4479939,63;-3.6474959;40.4683205;AVENIDA GRAN VIA DE HORTALEZA, 51 B
HI_16_0220;HORTALEZA;AVENIDA;GRAN VIA DE HORTALEZA;65 A;445376;4480044,17;-3.6443578;40.4692799;AVENIDA GRAN VIA DE HORTALEZA, 65 A
HI_16_0221;HORTALEZA;CALLE;GREGORIO BENITEZ;18;445009,12;4477949,11;-3.6485038;40.4503823;CALLE GREGORIO BENITEZ, 18
HI_16_0222;HORTALEZA;CALLE;GREGORIO BENITEZ;21;445200,23;4477942,41;-3.6462496;40.4503345;CALLE GREGORIO BENITEZ, 21
HI_16_0223;HORTALEZA;CALLE;GREGORIO SANCHEZ HERRAEZ;12;445975,75;4480869,48;-3.6373537;40.4767539;CALLE GREGORIO SANCHEZ HERRAEZ, 12
HI_16_0224;HORTALEZA;CALLE;GUISONA;2;444571,09;4479909,01;-3.6538403;40.4680089;CALLE GUISONA, 2
HI_16_0225;HORTALEZA;CALLE;HARO;29;444796,98;4479739,24;-3.6511611;40.4664946;CALLE HARO, 29
HI_16_0226;HORTALEZA;CALLE;HERMANOS GASCON;7A;446179,09;4481454,82;-3.6350046;40.4820401;CALLE HERMANOS GASCON, 7A
HI_16_0227;HORTALEZA;CALLE;INFANTA CATALINA MICAELA;23;444572,6;4481937,96;-3.6539998;40.4862868;CALLE INFANTA CATALINA MICAELA, 23
HI_16_0228;HORTALEZA;CALLE;INFANTE DIEGO;1A;444543,37;4483383,84;-3.6544712;40.49931;CALLE INFANTE DIEGO, 1A
HI_16_0229;HORTALEZA;CALLE;ISABEL CLARA EUGENIA;9;445049,82;4482141,02;-3.6483869;40.4881478;CALLE ISABEL CLARA EUGENIA, 9
HI_16_0230;HORTALEZA;CALLE;ISABEL CLARA EUGENIA;12;445032,23;4482018,77;-3.6485839;40.4870453;CALLE ISABEL CLARA EUGENIA, 12
HI_16_0231;HORTALEZA;CALLE;ISABEL CLARA EUGENIA;35;444773,76;4482687,24;-3.6516917;40.49305;CALLE ISABEL CLARA EUGENIA, 35
HI_16_0232;HORTALEZA;CALLE;ISABEL CLARA EUGENIA;26;444972,24;4482451,99;-3.6493293;40.490944;CALLE ISABEL CLARA EUGENIA, 26
HI_16_0233;HORTALEZA;CALLE;ISABEL CLARA EUGENIA;40;444684,27;4482816,6;-3.652759;40.4942094;CALLE ISABEL CLARA EUGENIA, 40
HI_16_0234;HORTALEZA;CALLE;ISABEL CLARA EUGENIA;49;444563,1;4482865,28;-3.654193;40.4946399;CALLE ISABEL CLARA EUGENIA, 49
HI_16_0235;HORTALEZA;CALLE;ISABEL CLARA EUGENIA;62 C;444351,19;4483096,65;-3.6567139;40.49671;CALLE ISABEL CLARA EUGENIA, 62 C
HI_16_0236;HORTALEZA;CALLE;ISABEL CLARA EUGENIA;61;444490,63;4482945,37;-3.6550552;40.4953565;CALLE ISABEL CLARA EUGENIA, 61
HI_16_0237;HORTALEZA;AVENIDA;ISABEL DE VALOIS;12;443681,23;4482759,69;-3.6645896;40.4936293;AVENIDA ISABEL DE VALOIS, 12
HI_16_0238;HORTALEZA;CALLE;JAENAR;26;444936,67;4478342,23;-3.6493922;40.4539189;CALLE JAENAR, 26
HI_16_0239;HORTALEZA;CALLE;JAVIER DEL QUINTO;2;445544,86;4479577,73;-3.6423259;40.465089;CALLE JAVIER DEL QUINTO, 2
HI_16_0240;HORTALEZA;CALLE;JORGE GUILLEN;7;446430,16;4483876,99;-3.6322473;40.5038764;CALLE JORGE GUILLEN, 7
HI_16_0241;HORTALEZA;CALLE;VICENTE BLASCO IBAÃ‘EZ;79;444781,01;4483591,87;-3.651685;40.5011998;CALLE VICENTE BLASCO IBAÃ‘EZ, 79
HI_16_0242;HORTALEZA;CALLE;JOSE IGNACIO AVILA;3 B;446970,41;4478929,75;-3.6254577;40.4593439;CALLE JOSE IGNACIO AVILA, 3 B
HI_16_0243;HORTALEZA;CALLE;JOSE IGNACIO AVILA;7;446967;4479046,41;-3.6255076;40.4603946;CALLE JOSE IGNACIO AVILA, 7
HI_16_0244;HORTALEZA;CALLE;JOSE IGNACIO AVILA;10;446987,83;4479046,35;-3.625262;40.4603954;CALLE JOSE IGNACIO AVILA, 10
HI_16_0245;HORTALEZA;CALLE;JOSE MIGUEL GURIDI;2;446177,14;4479060,94;-3.6348245;40.4604747;CALLE JOSE MIGUEL GURIDI, 2
HI_16_0246;HORTALEZA;CALLE;JOSE MIGUEL GURIDI;3 F;446186,51;4479058,52;-3.6347138;40.4604535;CALLE JOSE MIGUEL GURIDI, 3 F
HI_16_0247;HORTALEZA;CALLE;JOSE MIGUEL GURIDI;52;446124,85;4478962,1;-3.6354328;40.4595809;CALLE JOSE MIGUEL GURIDI, 52
HI_16_0248;HORTALEZA;CALLE;JOSE MIGUEL GURIDI;78;446263,36;4478918,99;-3.6337956;40.4592015;CALLE JOSE MIGUEL GURIDI, 78
HI_16_0249;HORTALEZA;CALLE;JOSE MIGUEL GURIDI;110;446484,18;4478903,96;-3.63119;40.4590804;CALLE JOSE MIGUEL GURIDI, 110
HI_16_0250;HORTALEZA;CALLE;JOSE MIGUEL GURIDI;144;446671,72;4478815,61;-3.6289708;40.4582965;CALLE JOSE MIGUEL GURIDI, 144
HI_16_0251;HORTALEZA;CALLE;JOSELITO;11;445463,83;4478301,5;-3.643172;40.4535868;CALLE JOSELITO, 11
HI_16_0252;HORTALEZA;CALLE;JUAN BELMONTE;1;445719,94;4478243,31;-3.6401468;40.4530793;CALLE JUAN BELMONTE, 1
HI_16_0253;HORTALEZA;CALLE;JUAN FRANCISCO PASCUAL;4;444926,27;4480630,15;-3.6497134;40.4745289;CALLE JUAN FRANCISCO PASCUAL, 4
HI_16_0254;HORTALEZA;CALLE;JULIAN GONZALEZ SEGADOR;2;445185,65;4479903,22;-3.6465909;40.4679976;CALLE JULIAN GONZALEZ SEGADOR, 2
HI_16_0255;HORTALEZA;AVENIDA;GRAN VIA DE HORTALEZA;94;445496,8;4480011,4;-3.6429301;40.4689926;AVENIDA GRAN VIA DE HORTALEZA, 94
HI_16_0256;HORTALEZA;CALLE;JULIAN HERNANDEZ;27 A;444803,97;4478515,52;-3.6509722;40.4554712;CALLE JULIAN HERNANDEZ, 27 A
